"","SID","DOB","DOT","Age","Sex","Location","Experimenter","Entered.by","Language","Exclude","Exclude_reason","Knower_level","Counterbalance","Condition","Task","Trial_number","Task_item","Response","Correct","Counting.Number.language","Notes","Exclude.Trial","Exclude.Trial.Reason","Agegroup","CP_subset","highest_count","Numerosity"
"395","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","4","6","8",0,NA,"",NA,"","(4.5,5.1]","CP",18,"Large"
"396","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","5","10","12",0,NA,"",NA,"","(4.5,5.1]","CP",18,"Large"
"397","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Neutral-Final Question","IDK, 6",0,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"398","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"IDK first?","1",0,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"399","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Memory_check_answer","10",1,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"400","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","1","1","1",1,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"401","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","2","2","2",1,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"402","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","3","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"403","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","4","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"404","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","5","5","5",1,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"405","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","6","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"406","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","7","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"407","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","8","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"408","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"409","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"410","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"411","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"412","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"413","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"414","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",18,NA
"415","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",28,"Small"
"416","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","2","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",28,"Small"
"417","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","3","10","10",1,NA,"",NA,"","(4.5,5.1]","CP",28,"Large"
"418","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","4","6","5",0,NA,"",NA,"","(4.5,5.1]","CP",28,"Large"
"419","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","5","8","8",1,NA,"",NA,"","(4.5,5.1]","CP",28,"Large"
"420","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Neutral-Final Question","IDK, 5",0,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"421","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"IDK first?","1",0,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"422","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Memory_check_answer","8",1,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"423","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"424","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","2","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"425","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","3","5","5",1,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"426","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","4","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"427","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","5","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"428","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","6","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"429","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","7",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"430","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"431","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"432","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"433","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"434","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"435","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"436","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"437","11720-HR","1/14/15","1/17/20",5.00752909,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",28,NA
"438","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","1","4","4",1,NA,"",NA,"","(4,4.5]","CP",39,"Small"
"439","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","2","3","3",1,NA,"",NA,"","(4,4.5]","CP",39,"Small"
"440","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","3","8","10",0,NA,"",NA,"","(4,4.5]","CP",39,"Large"
"441","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","4","6","8",0,NA,"",NA,"","(4,4.5]","CP",39,"Large"
"442","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","5","10","14",0,NA,"",NA,"","(4,4.5]","CP",39,"Large"
"443","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Neutral-Final Question","3",0,NA,"",NA,"","(4,4.5]","CP",39,NA
"444","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"IDK first?","0",0,NA,"",NA,"","(4,4.5]","CP",39,NA
"445","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Memory_check_answer","2",0,NA,"",NA,"","(4,4.5]","CP",39,NA
"446","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","1","1","1",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"447","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","2","2","2",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"448","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","3","3","3",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"449","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","4","4","4",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"450","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","5","5","5",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"451","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","6","6","6",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"452","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","7","6","6",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"453","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","8","6","6",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"454","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"455","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"456","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"457","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"458","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"459","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"460","11720-HV","10/7/15","1/17/20",4.27926078,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"461","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",11,"Small"
"462","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","2","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",11,"Small"
"463","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","3","10","8",0,NA,"",NA,"","(4.5,5.1]","CP",11,"Large"
"464","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","4","6","5",0,NA,"",NA,"","(4.5,5.1]","CP",11,"Large"
"465","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","5","8","7",0,NA,"",NA,"","(4.5,5.1]","CP",11,"Large"
"466","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Neutral-Final Question","IDK, no guess",0,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"467","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"IDK first?","1",0,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"468","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Memory_check_answer","8",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"469","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","1","1","1",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"470","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","2","2","2",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"471","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","3","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"472","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","4","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"473","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","5","5","5",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"474","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","6","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"475","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","7","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"476","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","8","6","10",0,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"477","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","9","5","5",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"478","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","10","5","6",0,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"479","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"480","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"481","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"482","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"483","11720-RC","5/22/15","1/17/20",4.657084189,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"484","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","1","4","4",1,1,"started finger counting",NA,"","(4.5,5.1]","CP",11,"Small"
"485","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","2","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",11,"Small"
"486","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","3","8","5",0,NA,"",NA,"","(4.5,5.1]","CP",11,"Large"
"487","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","4","6","5",0,NA,"",NA,"","(4.5,5.1]","CP",11,"Large"
"488","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","5","10","10",1,NA,"",NA,"","(4.5,5.1]","CP",11,"Large"
"489","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Neutral-Final Question","6",0,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"490","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"IDK first?","0",0,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"491","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Memory_check_answer","10",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"492","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","1","1","1",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"493","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","2","2","2",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"494","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","3","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"495","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","4","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"496","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","5","5","5",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"497","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","6","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"498","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","7","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"499","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","8","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"500","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"501","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"502","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"503","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"504","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"505","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"506","11720-ZC2","1/16/15","1/17/20",5.002053388,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",11,NA
"507","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","1","4","4",1,NA,"",NA,"","(3.5,4]","CP",23,"Small"
"508","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","2","3","4",0,NA,"",NA,"","(3.5,4]","CP",23,"Small"
"509","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","3","8","8",1,NA,"",NA,"","(3.5,4]","CP",23,"Large"
"510","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","4","6","7",0,NA,"",NA,"","(3.5,4]","CP",23,"Large"
"511","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","5","10","9",0,NA,"",NA,"","(3.5,4]","CP",23,"Large"
"512","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Neutral-Final Question","IDK",0,NA,"",NA,"","(3.5,4]","CP",23,NA
"513","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"IDK first?","1",0,NA,"",NA,"","(3.5,4]","CP",23,NA
"514","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Memory_check_answer","10",1,NA,"",NA,"","(3.5,4]","CP",23,NA
"515","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","1","1","1",1,NA,"",NA,"","(3.5,4]","CP",23,NA
"516","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","2","2","2",1,NA,"",NA,"","(3.5,4]","CP",23,NA
"517","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","3","3","3",1,NA,"",NA,"","(3.5,4]","CP",23,NA
"518","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","4","4","4",1,NA,"",NA,"","(3.5,4]","CP",23,NA
"519","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","5","5","5",1,NA,"",NA,"","(3.5,4]","CP",23,NA
"520","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","6","6","6",1,NA,"",NA,"","(3.5,4]","CP",23,NA
"521","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","7","6","5",0,NA,"",NA,"","(3.5,4]","CP",23,NA
"522","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","8","5","5",1,NA,"",NA,"","(3.5,4]","CP",23,NA
"523","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","9","6","6",1,NA,"",NA,"","(3.5,4]","CP",23,NA
"524","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",23,NA
